"proposed_use","status_date","permit_number","proposed_occupancy","data_loaded_at","description","primary_address_flag","revised_cost","street_name","supervisor_district","street_suffix","lot","filed_date","issued_date","plansets","block","application_submission_method","point_source","data_as_of","neighborhoods_analysis_boundaries","existing_occupancy","permit_type_definition","last_permit_activity_date","permit_type","permit_creation_date","zipcode","record_id","adu","estimated_cost","street_number","existing_use","location","status"
"2 family dwelling","2023-09-01T13:19:29.000","202309015815","R-3,M","2023-09-02T04:14:29.000","reroofing","Y","14000","Castro","8","St","002","2023-09-01T11:52:09.000","2023-09-01T13:19:29.000","0","2695","in-house","parcel_centroid","2023-09-01T23:55:00.000","Castro/Upper Market","R-3,M","otc alterations permit","2023-09-01T13:11:59.000","8","2023-09-01T00:00:00.000","94114","1677441141974","N","14000","514","2 family dwelling","{""coordinates"":[-122.435327771,37.76050236],""type"":""Point""}","issued"
"apartments","2023-09-01T15:29:09.000","202309015839","R-2","2023-09-02T04:14:29.000","as-built f/a permit 202303153701. relocated g/f lobby facu, pull stations, smoke detectors, aes radio and its corresponding monitor module towards the main entrance near stair #1. 2/f manual pull station (m3) has been removed as the new location for g/f pull station should be sufficient.","Y","1","Fillmore","2","St","021","2023-09-01T13:51:44.000","2023-09-01T15:29:09.000","2","0436D","in-house","parcel_centroid","2023-09-01T23:55:00.000","Marina","R-2","otc alterations permit","2023-09-01T15:23:51.000","8","2023-09-01T00:00:00.000","94123","167747370309","N","1","3720","apartments","{""coordinates"":[-122.436794924,37.805014821],""type"":""Point""}","issued"
"1 family dwelling","2023-09-01T15:36:35.000","202309015851","R-3","2023-09-02T04:14:29.000","remodel kitchen, new countertop, backsplash, new appliances. repair cabinets to fit new microwave and oven.","Y","40000","14th","7","Av","015C","2023-09-01T15:19:30.000","2023-09-01T15:36:35.000","0","2415","in-house","parcel_centroid","2023-09-01T23:55:00.000","West of Twin Peaks","R-3","otc alterations permit","2023-09-01T15:34:08.000","8","2023-09-01T00:00:00.000","94127","1677483135113","N","10000","2595","1 family dwelling","{""coordinates"":[-122.470278518,37.739692173],""type"":""Point""}","issued"
"2 family dwelling","2023-09-01T13:40:28.000","202309015834","R-3","2023-09-02T04:14:29.000","revision to pa# 202006058199. to change material of handrail on rear deck from wood to metal.","Y","1","Banks","9","St","001D","2023-09-01T13:22:30.000","2023-09-01T13:40:28.000","0","5738","in-house","parcel_centroid","2023-09-01T23:55:00.000","Bernal Heights","R-3","otc alterations permit","2023-09-01T13:37:25.000","8","2023-09-01T00:00:00.000","94110","1677468188174","N","1","626","1 family dwelling","{""coordinates"":[-122.413187541,37.735494403],""type"":""Point""}","issued"
"1 family dwelling","2023-09-01T11:03:32.000","202309015803","R-3","2023-09-02T04:14:29.000","replacing exterior stairs (outside of main entrance) in kind due to damages. new stairs shall match all dimensions, finishes, structural framing/connections, handrails and guard rails","Y","0","Turquoise","8","Wy","025","2023-09-01T11:03:32.000","","2","7510","in-house","parcel_centroid","2023-09-01T23:55:00.000","Noe Valley","R-3","otc alterations permit","2023-09-01T11:19:25.000","8","2023-09-01T00:00:00.000","94131","1677428226708","N","30500","41","1 family dwelling","{""coordinates"":[-122.445667833,37.744843674],""type"":""Point""}","filed"
"office","2023-09-01T10:20:30.000","202309015795","S-2,B","2023-09-02T04:14:29.000","fire alarm scope is on 2nd fl. dispatch operations area safe-off and demo out 9 devices to accomodate tenant improvement install new nac panel and 14 new nac devices, 2 smoke detectors and control of 2 new fsds","Y","0","Turk","5","St","001","2023-09-01T10:20:30.000","","2","0759","in-house","parcel_centroid","2023-09-01T23:55:00.000","Western Addition","S-2,B","otc alterations permit","2023-09-01T11:02:30.000","8","2023-09-01T00:00:00.000","94102","1677419379032","N","12000","1011","office","{""coordinates"":[-122.425467724,37.78086844],""type"":""Point""}","filed"
"1 family dwelling","2023-09-01T11:52:34.000","202309015804","R-3","2023-09-02T04:14:29.000","remodel extg kitchen - in-kind. install 6 recessed light in living room","Y","20000","47th","1","Av","009","2023-09-01T11:03:41.000","2023-09-01T11:52:34.000","0","1589","in-house","parcel_centroid","2023-09-01T23:55:00.000","Outer Richmond","R-3","otc alterations permit","2023-09-01T11:33:00.000","8","2023-09-01T00:00:00.000","94121","1677429105764","N","20000","622","1 family dwelling","{""coordinates"":[-122.507799994,37.776636942],""type"":""Point""}","issued"
"apartments","2023-09-01T11:18:06.000","202309015788","R-2","2023-09-02T04:14:29.000","replace 1 bathroom window, not visible from street with vinyl. (separate unit from 202307283191-3191).","Y","1645","Pine","2","St","092","2023-09-01T09:46:37.000","2023-09-01T11:18:06.000","0","1029","in-house","parcel_centroid","2023-09-01T23:55:00.000","Pacific Heights","R-2","otc alterations permit","2023-09-01T11:09:00.000","8","2023-09-01T00:00:00.000","94115","1677410291514","N","1645","2892","apartments","{""coordinates"":[-122.443377904,37.786884792],""type"":""Point""}","issued"
"clinics-medic/dental","2023-09-01T09:25:04.000","202309015784","B","2023-09-02T04:14:29.000","in response to abe# 201911188332, replace entry door hardware w/ lever type, request determination of technical infeasibility for intem 5, level landing, item 7, floor with 1/2"" & item 14 manuvering.","Y","0","Noriega","4","St","029","2023-09-01T09:25:04.000","","2","2024","in-house","parcel_centroid","2023-09-01T23:55:00.000","Sunset/Parkside","B","otc alterations permit","2023-09-01T11:40:57.000","8","2023-09-01T00:00:00.000","94122","1677407122370","N","300","1848","clinics-medic/dental","{""coordinates"":[-122.483824993,37.754177374],""type"":""Point""}","filed"
"2 family dwelling","2023-09-01T08:44:30.000","202309015766","R-3","2023-09-02T04:14:29.000","reroofing","Y","15000","Fulton","1","St","014","2023-09-01T08:06:15.000","2023-09-01T08:44:30.000","0","1170","in-house","parcel_centroid","2023-09-01T23:55:00.000","Lone Mountain/USF","R-3","otc alterations permit","2023-09-01T08:38:58.000","8","2023-09-01T00:00:00.000","94118","167738891256","N","15000","2254","2 family dwelling","{""coordinates"":[-122.453857827,37.775125494],""type"":""Point""}","issued"
"apartments","2023-09-01T12:26:00.000","202309015828","R-2","2023-09-02T04:14:29.000","revision to pa# 202306291226, (646/648)install new post and beam on kitchen area, (648a)install new post and beam on garage area.","Y","0","10th","1","Av","028A","2023-09-01T12:26:00.000","","2","1635","in-house","parcel_centroid","2023-09-01T23:55:00.000","Inner Richmond","R-2","otc alterations permit","2023-09-01T12:28:06.000","8","2023-09-01T00:00:00.000","94118","1677460243723","N","5000","646","apartments","{""coordinates"":[-122.467895439,37.776155897],""type"":""Point""}","filed"
"apartments","2023-09-01T09:32:01.000","202309015763","R-2","2023-09-02T04:14:29.000","replace (e) in-unit notification devices with (131) low frequency all other (e) devices and wiring to remain and not be toucehed","Y","136233","Chestnut","3","St","034","2023-09-01T07:50:53.000","2023-09-01T09:32:01.000","2","0051","in-house","eas_address_point","2023-09-01T23:55:00.000","North Beach","R-2","otc alterations permit","2023-09-01T09:30:05.000","8","2023-09-01T00:00:00.000","94133","167738556755","N","136233","600","apartments","{""coordinates"":[-122.41364,37.803993],""type"":""Point""}","issued"
"1 family dwelling","2023-09-01T09:14:46.000","202309015780","R-3","2023-09-02T04:14:29.000","revision to pa# 202104239235 & 202306301275, install 3 new footings for steel post & header around door frame.","Y","0","Lake","1","St","006A","2023-09-01T09:14:46.000","","2","1341","in-house","parcel_centroid","2023-09-01T23:55:00.000","Seacliff","R-3","otc alterations permit","2023-09-01T09:16:19.000","8","2023-09-01T00:00:00.000","94121","167740396344","N","20000","1600","1 family dwelling","{""coordinates"":[-122.476810915,37.786337653],""type"":""Point""}","filed"
"apartments","2023-09-01T11:44:34.000","202309015813","R-2","2023-09-02T04:14:29.000","comply w/ nov 202306009. remove & repair drywall in kitchen, new kitchen cabinets, new kitchen floor, covering fur to fire damage. all work is non-structural. no moving walls. no layout changes.","Y","150000","Ofarrell","5","St","013","2023-09-01T11:44:34.000","","0","0319","in-house","parcel_centroid","2023-09-01T23:55:00.000","Tenderloin","R-2","otc alterations permit","2023-09-01T14:58:24.000","8","2023-09-01T00:00:00.000","94109","1677438300691","N","150000","656","apartments","{""coordinates"":[-122.415589614,37.785687317],""type"":""Point""}","filed"
"apartments","2023-09-01T10:28:19.000","202309015775","R-2","2023-09-02T04:14:29.000","bldg 1 #426: like for like  to remove and replace one kitchen cabinets, countertops, sink, faucet, one bathroom, vanity sink, faucet, toilet, vacancy sensor, exhaust fan to remain, he lighting fixtures, outlets, switches with covers, no fire sprinkler/alarm modifications, no removing walls.","Y","60000","Brannan","6","St","300A","2023-09-01T08:59:49.000","2023-09-01T10:28:19.000","0","3773","in-house","parcel_centroid","2023-09-01T23:55:00.000","Financial District/South Beach","R-2","otc alterations permit","2023-09-01T10:20:43.000","8","2023-09-01T00:00:00.000","94107","1677398471174","N","60000","180","apartments","{""coordinates"":[-122.3895042,37.784460833],""type"":""Point""}","issued"
"apartments","2023-09-01T08:47:51.000","202309015769","R-2","2023-09-02T04:14:29.000","in kind replacement of cabinets kitchen.","Y","24000","Jackson","2","St","017","2023-09-01T08:17:12.000","2023-09-01T08:47:51.000","0","0600","in-house","parcel_centroid","2023-09-01T23:55:00.000","Pacific Heights","R-2","otc alterations permit","2023-09-01T08:45:06.000","8","2023-09-01T00:00:00.000","94109","1677392403257","N","8300","1895","apartments","{""coordinates"":[-122.426027097,37.793298286],""type"":""Point""}","issued"
"apartments","2023-09-01T09:21:02.000","202309015782","R-2","2023-09-02T04:14:29.000","upgrade fire alarm system to current codes,nfpa 72(2022)to comply with sffc sec.1103.76.1 to provide low frequency sounders in sleeping areas.","Y","","Van Ness","2","Av","005","2023-09-01T09:21:02.000","","2","0498","in-house","parcel_centroid","2023-09-01T23:55:00.000","Marina","R-2","additions alterations or repairs","2023-09-01T09:23:47.000","3","2023-09-01T00:00:00.000","94123","167740572002","N","5000","2835","apartments","{""coordinates"":[-122.425112194,37.80179092],""type"":""Point""}","filed"
"1 family dwelling","2023-09-01T08:44:50.000","202309015767","R-3","2023-09-02T04:14:29.000","reroofing","Y","12000","Avila","2","St","002","2023-09-01T08:12:14.000","2023-09-01T08:44:50.000","0","0465A","in-house","parcel_centroid","2023-09-01T23:55:00.000","Marina","R-3","otc alterations permit","2023-09-01T08:36:54.000","8","2023-09-01T00:00:00.000","94123","167738971079","N","12000","187","1 family dwelling","{""coordinates"":[-122.440984296,37.802390599],""type"":""Point""}","issued"
"apartments","2023-09-01T08:51:53.000","202309015770","R-2","2023-09-02T04:14:29.000","amend bldg permit# 202308104167: add bathroom remodel in kind - new tub, new sink, electrical upgrade.","Y","20000","Laguna","2","St","026","2023-09-01T08:19:27.000","2023-09-01T08:51:53.000","0","0627","in-house","parcel_centroid","2023-09-01T23:55:00.000","Pacific Heights","R-2","otc alterations permit","2023-09-01T08:39:53.000","8","2023-09-01T00:00:00.000","94115","167739376725","N","15000","2121","apartments","{""coordinates"":[-122.429550902,37.790941087],""type"":""Point""}","issued"
"clinics-medic/dental","2023-09-01T07:54:46.000","202309015765","B","2023-09-02T04:14:29.000","revision to pa202305087274. 1st fl adult family medicine-urgent care. remove/demo 6 audible visual appliance. add 5 audible visual appliances, 13 visual appliances 1 dual sync module.","Y","1","Geary","2","Bl","025","2023-09-01T07:54:46.000","","2","1079","in-house","parcel_centroid","2023-09-01T23:55:00.000","Japantown","B","otc alterations permit","2023-09-01T08:42:07.000","8","2023-09-01T00:00:00.000","94115","1677387267329","N","1","2238","clinics-medic/dental","{""coordinates"":[-122.440625885,37.78351199],""type"":""Point""}","filed"
"1 family dwelling","2023-09-01T11:26:16.000","202309015801","R-3","2023-09-02T04:14:29.000","replace 15 sq ft of siding at rear. replace 2 exterior doors in existing openings. not visible from street","Y","1000","Noe","8","St","022A","2023-09-01T10:55:29.000","2023-09-01T11:26:16.000","0","6591","in-house","parcel_centroid","2023-09-01T23:55:00.000","Noe Valley","R-3","otc alterations permit","2023-09-01T11:25:02.000","8","2023-09-01T00:00:00.000","94131","1677426208404","N","350","1413","1 family dwelling","{""coordinates"":[-122.431112843,37.746052181],""type"":""Point""}","issued"
"1 family dwelling","2023-09-01T11:05:46.000","202309015787","R-3","2023-09-02T04:14:29.000","replacing all fixtures and finishes within envelope of bathroom, no adjustments of load-bearing walls, interior and exterior openings to remain. add one bathroom light and switch all other lighting to remain. replace existing fan in kind. replacing tile and plumbing. bathroom remodel in-kind.","Y","25000","Granada","11","Av","028","2023-09-01T09:39:58.000","2023-09-01T11:05:46.000","0","7017","in-house","parcel_centroid","2023-09-01T23:55:00.000","Oceanview/Merced/Ingleside","R-3","otc alterations permit","2023-09-01T11:03:39.000","8","2023-09-01T00:00:00.000","94112","1677409217793","N","8000","22","1 family dwelling","{""coordinates"":[-122.45683302,37.718678654],""type"":""Point""}","issued"
"","2023-09-01T10:13:23.000","202309015794","R-3","2023-09-02T04:14:29.000","erect new rear deck of 15x12 on 2nd level with stairs to yard, reaplce existing 6' window with 6' french doors.","Y","0","41st","4","Av","031","2023-09-01T10:13:23.000","","2","2077","in-house","parcel_centroid","2023-09-01T23:55:00.000","Sunset/Parkside","R-3","otc alterations permit","2023-09-01T13:14:48.000","8","2023-09-01T00:00:00.000","94122","1677418124798","N","29500","1878","1 family dwelling","{""coordinates"":[-122.499614691,37.751767679],""type"":""Point""}","filed"
"office","2023-09-01T08:39:34.000","202309015772","B,M,S-2","2023-09-02T04:14:29.000","11th fl: t.i includes the demo of non-str partitions and building new non-structural partitions. all new or revised hvac electrical, plumbing and life safety/prinkler work will be design build and submitted for permit separately. building is fully sprinklered.","Y","0","Mission","6","St","122","2023-09-01T08:39:34.000","","2","3721","in-house","parcel_centroid","2023-09-01T23:55:00.000","Financial District/South Beach","B,M,S-2","otc alterations permit","2023-09-01T11:00:04.000","8","2023-09-01T00:00:00.000","94105","1677395497049","N","1273134","535","office","{""coordinates"":[-122.398109239,37.788860715],""type"":""Point""}","filed"
"2 family dwelling","2023-09-01T09:07:20.000","202309015768","R-3","2023-09-02T04:14:29.000","replace wood siding on two stories of the south side of the house in kind. approx 3000 sf","","30000","Natoma","9","St","123","2023-09-01T08:12:42.000","2023-09-01T09:07:20.000","0","3548","in-house","parcel_centroid","2023-09-01T23:55:00.000","Mission","R-3","otc alterations permit","2023-09-01T09:05:29.000","8","2023-09-01T00:00:00.000","94103","1677391500764","N","30000","1385","2 family dwelling","{""coordinates"":[-122.418251611,37.767115293],""type"":""Point""}","issued"
